project_id,project_name,brand_family,official_project_url,inquiry_form_url,official_contact_page_url,region,city_area,micro_location,map_link,project_type,project_status,current_sales_status,developer_inventory_status,unit_types_offered_json,bedrooms_range_min,bedrooms_range_max,bua_range_min_sqm,bua_range_max_sqm,starting_price_value,starting_price_currency,price_range_min,price_range_max,price_status,pricing_date,pricing_disclaimer,payment_plan_headline,downpayment_percent_min,downpayment_percent_max,installment_years_min,installment_years_max,delivery_window,delivery_year_min,delivery_year_max,finishing_levels_offered_json,key_amenities_json,golf_flag,beach_access_flag,lagoons_flag,clubhouse_flag,pools_flag,gym_flag,brochure_urls_json,gallery_urls_json,source_links_json,screenshot_paths_json,last_verified_date,confidence_score,disclaimers_json,zones_json,unit_templates_json,listings_json,verified_on_wdd_site,verified_url,is_alias_of,drop_reason,cleanup_notes
blumar_sidi_abd_el_rahman,Blumar Sidi Abd El Rahman,Second_Home,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,North Coast,Sidi Abd El Rahman,Sales Team will assist you,,resort,delivered,not_selling,sold_out,"[""chalet"", ""villa""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Hotel""]",false,true,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/blumar_sidi_abdel_rahman_1771728548479.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""First North Coast resort; 270,000 sqm; since 2009."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,,,Verified OK.
tijan_zahraa_el_maadi,Tijan Zahraa El Maadi,Residential,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Zahraa El Maadi,Sales Team will assist you,,residential,delivered,not_selling,sold_out,"[""apartment""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Green Areas"", ""Secured Parking"", ""Water Feature""]",false,false,false,false,false,false,[],[],"[""https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/tijan_zahraa_maadi_1771728598658.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,,,Verified OK.
canal_residence,Canal Residence,Residential,https://wadidegladevelopments.com/projects/canal_residence/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,Sarayat el Maadi,,residential,delivered,not_selling,sold_out,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Secured Parking"", ""Swimming Pool""]",false,false,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/canal_residence/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/canal_residence_1771728668330.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/canal_residence/,,,Verified OK.
river_walk,River Walk,Residential,https://wadidegladevelopments.com/projects/river-walk/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,New Cairo,Sales Team will assist you,,residential,delivered,not_selling,sold_out,"[""villa""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Secured Parking"", ""Commercial Area"", ""360-degree view"", ""River Walk Mall""]",false,false,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/river-walk/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/river_walk_1771728741501.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Since 2012; 115,000 sqm; 98 families."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/river-walk/,,,Verified OK.
marina_wadi_degla,Marina Wadi Degla,Second_Home,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Suez Road,Sales Team will assist you,,resort,delivered,not_selling,sold_out,"[""villa"", ""chalet""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Restaurants"", ""Entertainment Area"", ""Gym"", ""Bakery"", ""Hotel"", ""360-degree view"", ""Private beaches""]",false,true,false,false,true,true,[],[],"[""https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/marina_wadi_degla_project_1771728818699.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Since 2007."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,,,Verified OK.
living_community,Living Community,Second_Home,https://wadidegladevelopments.com/projects/murano/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Zaafarana Road,,resort,unknown,selling,unknown,"[""villa"", ""chalet"", ""duplex"", ""loft"", ""penthouse""]",2,4,50,260,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""750-metre beachfront"", ""Private beaches"", ""Six pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket"", ""Hot Spring"", ""Beach"", ""Swimming Pools"", ""Outdoor Pool"", ""Beach Walk"", ""Sitting Area"", ""Commercial Area""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/murano/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/murano_top_1771729128709.png"", ""raw/screens/murano_bottom_1771729130491.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano El Sokhna resort."", ""Brochure is image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/murano/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.
waterside,Waterside,Second_Home,https://wadidegladevelopments.com/projects/water-side/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Murano,,resort,unknown,selling,unknown,"[""chalet"", ""duplex"", ""villa"", ""loft"", ""penthouse""]",2,4,50,260,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket"", ""Beach Walk"", ""Outdoor Gym"", ""Beach Volleyball"", ""Events Area"", ""Wooden Deck"", ""Pool Bars"", ""Commercial Area""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/water-side/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/waterside_top_1771728890379.png"", ""raw/screens/waterside_bottom_1771728963344.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (9.6MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/water-side/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.
floating_islands,Floating Islands,Second_Home,https://wadidegladevelopments.com/projects/floating-islands/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Murano,,resort,unknown,selling,unknown,"[""duplex"", ""chalet"", ""villa""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Entertainment Area"", ""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Supermarket""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Floating-Islands-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/floating-islands/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/floating_islands_top_1771729005634.png"", ""raw/screens/floating_islands_bottom_1771729006586.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (2.5MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/floating-islands/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.
ojo,Ojo,Second_Home,https://wadidegladevelopments.com/projects/ojo-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Murano,,resort,unknown,selling,unknown,"[""villa"", ""townhouse"", ""chalet""]",1,3,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Serene lagoons and edge pools"", ""Beach access"", ""Commercial promenade"", ""Casa Club"", ""The Green Park (6-feddan landscaped sanctuary)"", ""Swimmable Lagoons"", ""Crystal River"", ""Parkland"", ""Commercial Promenade"", ""Caf\u00e9s"", ""Boutique Shops"", ""Dining"", ""24/7 Security"", ""Beach""]",false,true,true,true,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/12/Ojo-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/ojo-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/ojo_top_1771729061413.png"", ""raw/screens/ojo_bottom_1771729062550.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (73MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/ojo-2/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.
neo_lakes,Neo Lakes,Residential,https://wadidegladevelopments.com/projects/neo-lakes/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,,residential,unknown,selling,unknown,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""International School"", ""Parking"", ""Nursery"", ""Green Areas"", ""Clinics"", ""Commercial and entertainment hub"", ""24/7 security""]",false,false,true,false,false,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/Neo-Lakes.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-lakes/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_lakes_top_1771729210282.png"", ""raw/screens/neo_lakes_bottom_1771729216623.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/neo-lakes/,neo,,Phase/subproject of neo. | Not listed on main WDD projects index; phase page confirmed.
neo_gardens,Neo Gardens,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/projects/neo-gardens/#wpcf7-f5124-o1,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,,residential,unknown,selling,unknown,"[""apartment""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Commercial Area"", ""Green Areas"", ""Mosque"", ""Nursery"", ""Medical Services"", ""24/7 security"", ""Parking"", ""24/7 Security"", ""Green Area"", ""Medical""]",false,false,false,false,false,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_gardens_top_1771729801748.png"", ""raw/screens/neo_gardens_bottom_1771729985232.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],true,https://wadidegladevelopments.com/projects/neo-gardens/,neo,,Phase/subproject of neo. | Not listed on main WDD projects index; phase page confirmed.
