project_id,project_name,brand_family,official_project_url,inquiry_form_url,official_contact_page_url,region,city_area,micro_location,map_link,project_type,project_status,current_sales_status,developer_inventory_status,unit_types_offered_json,bedrooms_range_min,bedrooms_range_max,bua_range_min_sqm,bua_range_max_sqm,starting_price_value,starting_price_currency,price_range_min,price_range_max,price_status,pricing_date,pricing_disclaimer,payment_plan_headline,downpayment_percent_min,downpayment_percent_max,installment_years_min,installment_years_max,delivery_window,delivery_year_min,delivery_year_max,finishing_levels_offered_json,key_amenities_json,golf_flag,beach_access_flag,lagoons_flag,clubhouse_flag,pools_flag,gym_flag,brochure_urls_json,gallery_urls_json,source_links_json,screenshot_paths_json,last_verified_date,confidence_score,disclaimers_json,zones_json,unit_templates_json,listings_json,verified_on_wdd_site,verified_url,is_alias_of,drop_reason,cleanup_notes,canon_quality_flags,canon_notes,canon_row_action,canon_drop_reason,canon_project_name,canon_project_slug,canon_region,canon_city_area,canon_unit_types,canon_project_type,canon_sales_status,canon_project_status,canon_brand_family,canon_primary_url,canon_has_brochure
blumar_sidi_abd_el_rahman,Blumar Sidi Abd El Rahman,Second_Home,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,North Coast,Sidi Abd El Rahman,Sales Team will assist you,,resort,delivered,not_selling,sold_out,"[""chalet"", ""villa""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Hotel""]",False,True,False,False,True,False,[],[],"[""https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/blumar_sidi_abdel_rahman_1771728548479.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""First North Coast resort; 270,000 sqm; since 2009."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,,,Verified OK.,[],,keep,,Blumar Sidi Abd El Rahman,blumar_sidi_abd_el_rahman,North Coast,Sidi Abd El Rahman,"[""chalet"", ""villa""]",residential,not_selling,delivered,Second_Home,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,False
tijan_zahraa_el_maadi,Tijan Zahraa El Maadi,Residential,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Zahraa El Maadi,Sales Team will assist you,,residential,delivered,not_selling,sold_out,"[""apartment""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Green Areas"", ""Secured Parking"", ""Water Feature""]",False,False,False,False,False,False,[],[],"[""https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/tijan_zahraa_maadi_1771728598658.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,,,Verified OK.,[],,keep,,Tijan Zahraa El Maadi,tijan_zahraa_el_maadi,Cairo,Zahraa El Maadi,"[""apartment""]",residential,not_selling,delivered,Residential,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,False
canal_residence,Canal Residence,Residential,https://wadidegladevelopments.com/projects/canal_residence/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,Sarayat el Maadi,,residential,delivered,not_selling,sold_out,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Secured Parking"", ""Swimming Pool""]",False,False,False,False,True,False,[],[],"[""https://wadidegladevelopments.com/projects/canal_residence/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/canal_residence_1771728668330.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/canal_residence/,,,Verified OK.,[],,keep,,Canal Residence,canal_residence,Cairo,Maadi,"[""apartment"", ""duplex""]",residential,not_selling,delivered,Residential,https://wadidegladevelopments.com/projects/canal_residence/,False
river_walk,River Walk,Residential,https://wadidegladevelopments.com/projects/river-walk/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,New Cairo,Sales Team will assist you,,residential,delivered,not_selling,sold_out,"[""villa""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Secured Parking"", ""Commercial Area"", ""360-degree view"", ""River Walk Mall""]",False,False,False,False,True,False,[],[],"[""https://wadidegladevelopments.com/projects/river-walk/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/river_walk_1771728741501.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Since 2012; 115,000 sqm; 98 families."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/river-walk/,,,Verified OK.,[],,keep,,River Walk,river_walk,East Cairo,New Cairo,"[""villa""]",residential,not_selling,delivered,Residential,https://wadidegladevelopments.com/projects/river-walk/,False
marina_wadi_degla,Marina Wadi Degla,Second_Home,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Suez Road,Sales Team will assist you,,resort,delivered,not_selling,sold_out,"[""villa"", ""chalet""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Restaurants"", ""Entertainment Area"", ""Gym"", ""Bakery"", ""Hotel"", ""360-degree view"", ""Private beaches""]",False,True,False,False,True,True,[],[],"[""https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/marina_wadi_degla_project_1771728818699.png"", ""raw/screens/index/projects_index.png""]",2026-02-27,0.85,"[""Sold Out per official projects index."", ""Since 2007."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,,,Verified OK.,"[""missing_region""]",,keep,,Marina Wadi Degla,marina_wadi_degla,Unknown,Suez Road,"[""chalet"", ""villa""]",residential,not_selling,delivered,Second_Home,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,False
living_community,Living Community,Second_Home,https://wadidegladevelopments.com/projects/murano/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Zaafarana Road,,resort,unknown,selling,unknown,"[""villa"", ""chalet"", ""duplex"", ""loft"", ""penthouse""]",2.0,4.0,50.0,260.0,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""750-metre beachfront"", ""Private beaches"", ""Six pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket"", ""Hot Spring"", ""Beach"", ""Swimming Pools"", ""Outdoor Pool"", ""Beach Walk"", ""Sitting Area"", ""Commercial Area""]",False,True,False,False,True,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/murano/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/murano_top_1771729128709.png"", ""raw/screens/murano_bottom_1771729130491.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano El Sokhna resort."", ""Brochure is image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/murano/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.,"[""missing_region""]",,keep,,Living Community,living_community,Unknown,Ain El Sokhna,"[""villa"", ""chalet"", ""duplex"", ""penthouse"", ""loft""]",residential,selling,unknown,Second_Home,https://wadidegladevelopments.com/projects/murano/,True
waterside,Waterside,Second_Home,https://wadidegladevelopments.com/projects/water-side/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Murano,,resort,unknown,selling,unknown,"[""chalet"", ""duplex"", ""villa"", ""loft"", ""penthouse""]",2.0,4.0,50.0,260.0,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket"", ""Beach Walk"", ""Outdoor Gym"", ""Beach Volleyball"", ""Events Area"", ""Wooden Deck"", ""Pool Bars"", ""Commercial Area""]",False,True,False,False,True,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/water-side/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/waterside_top_1771728890379.png"", ""raw/screens/waterside_bottom_1771728963344.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (9.6MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/water-side/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.,"[""missing_region""]",,keep,,Waterside,waterside,Unknown,Ain El Sokhna,"[""villa"", ""chalet"", ""duplex"", ""penthouse"", ""loft""]",residential,selling,unknown,Second_Home,https://wadidegladevelopments.com/projects/water-side/,True
floating_islands,Floating Islands,Second_Home,https://wadidegladevelopments.com/projects/floating-islands/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Murano,,resort,unknown,selling,unknown,"[""duplex"", ""chalet"", ""villa""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Entertainment Area"", ""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Supermarket""]",False,True,False,False,True,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Floating-Islands-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/floating-islands/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/floating_islands_top_1771729005634.png"", ""raw/screens/floating_islands_bottom_1771729006586.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (2.5MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/floating-islands/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.,"[""missing_region""]",,keep,,Floating Islands,floating_islands,Unknown,Ain El Sokhna,"[""chalet"", ""villa"", ""duplex""]",residential,selling,unknown,Second_Home,https://wadidegladevelopments.com/projects/floating-islands/,True
ojo,Ojo,Second_Home,https://wadidegladevelopments.com/projects/ojo-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain El Sokhna,Ain El Sokhna,Murano,,resort,unknown,selling,unknown,"[""villa"", ""townhouse"", ""chalet""]",1.0,3.0,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Serene lagoons and edge pools"", ""Beach access"", ""Commercial promenade"", ""Casa Club"", ""The Green Park (6-feddan landscaped sanctuary)"", ""Swimmable Lagoons"", ""Crystal River"", ""Parkland"", ""Commercial Promenade"", ""Caf\u00e9s"", ""Boutique Shops"", ""Dining"", ""24/7 Security"", ""Beach""]",False,True,True,True,True,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/12/Ojo-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/ojo-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/ojo_top_1771729061413.png"", ""raw/screens/ojo_bottom_1771729062550.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (73MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/ojo-2/,murano,,Phase/subproject of murano. | Not listed on main WDD projects index; phase page confirmed.,"[""missing_region""]",,keep,,Ojo,ojo,Unknown,Ain El Sokhna,"[""townhouse"", ""villa"", ""chalet""]",residential,selling,unknown,Second_Home,https://wadidegladevelopments.com/projects/ojo-2/,True
neo_lakes,Neo Lakes,Residential,https://wadidegladevelopments.com/projects/neo-lakes/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,,residential,unknown,selling,unknown,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""International School"", ""Parking"", ""Nursery"", ""Green Areas"", ""Clinics"", ""Commercial and entertainment hub"", ""24/7 security""]",False,False,True,False,False,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/Neo-Lakes.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-lakes/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_lakes_top_1771729210282.png"", ""raw/screens/neo_lakes_bottom_1771729216623.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/neo-lakes/,neo,,Phase/subproject of neo. | Not listed on main WDD projects index; phase page confirmed.,[],,keep,,Neo Lakes,neo_lakes,East Cairo,Mostakbal City,"[""apartment"", ""duplex""]",residential,selling,unknown,Residential,https://wadidegladevelopments.com/projects/neo-lakes/,True
neo_gardens,Neo Gardens,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/projects/neo-gardens/#wpcf7-f5124-o1,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,,residential,unknown,selling,unknown,"[""apartment""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Commercial Area"", ""Green Areas"", ""Mosque"", ""Nursery"", ""Medical Services"", ""24/7 security"", ""Parking"", ""24/7 Security"", ""Green Area"", ""Medical""]",False,False,False,False,False,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_gardens_top_1771729801748.png"", ""raw/screens/neo_gardens_bottom_1771729985232.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/neo-gardens/,neo,,Phase/subproject of neo. | Not listed on main WDD projects index; phase page confirmed.,[],,keep,,Neo Gardens,neo_gardens,East Cairo,Mostakbal City,"[""apartment""]",residential,selling,unknown,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,True
breeze,Breeze,Residential,https://wadidegladevelopments.com/projects/breeze/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,unknown,selling,unknown,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Swimming Pools"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Mosque"", ""Food Court"", ""Banks"", ""Gym"", ""Padel Tennis""]",False,False,False,True,True,True,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/CT-Breeze-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/breeze/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/breeze_page.png"", ""raw/screens/index/breeze_card.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/breeze/,clubtown,,Phase/subproject of clubtown. | Not listed on main WDD projects index; phase page confirmed.,[],,keep,,Breeze,breeze,Cairo,Maadi,"[""apartment"", ""duplex""]",residential,selling,unknown,Residential,https://wadidegladevelopments.com/projects/breeze/,True
horizon,Horizon,Residential,https://wadidegladevelopments.com/projects/horizon/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,unknown,selling,unknown,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Swimming Pools"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Mosque"", ""Food Court"", ""Banks"", ""Gym"", ""Padel Tennis"", ""Waterfall""]",False,False,False,True,True,True,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/CT-Horizon-Brochure-Wadi-Degla-Developments_.pdf""]",[],"[""https://wadidegladevelopments.com/projects/horizon/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/horizon_page.png"", ""raw/screens/index/horizon_card.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/horizon/,clubtown,,Phase/subproject of clubtown. | Not listed on main WDD projects index; phase page confirmed.,[],,keep,,Horizon,horizon,Cairo,Maadi,"[""apartment"", ""duplex""]",residential,selling,unknown,Residential,https://wadidegladevelopments.com/projects/horizon/,True
edge,Edge,Residential,https://wadidegladevelopments.com/projects/edge/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,unknown,selling,unknown,"[""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,19.0,19.0,,,,[],"[""Swimming Pools"", ""Gym"", ""Mosque"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Food Court"", ""Banks"", ""Padel Tennis"", ""Waterfall""]",False,False,False,True,True,True,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Edge-Brochure-2.pdf""]",[],"[""https://wadidegladevelopments.com/projects/edge/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/edge_page.png"", ""raw/screens/index/edge_card.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/edge/,clubtown,,Phase/subproject of clubtown. | Not listed on main WDD projects index; phase page confirmed.,[],,keep,,Edge,edge,Cairo,Maadi,"[""apartment"", ""duplex""]",residential,selling,unknown,Residential,https://wadidegladevelopments.com/projects/edge/,True
vyon,VYON,Residential,https://wadidegladevelopments.com/projects/vyon/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,unknown,selling,unknown,"[""loft"", ""penthouse"", ""apartment"", ""duplex""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""Outdoor Dining & BBQ Area"", ""Rooftop Cinema"", ""Rooftop Social Lounges"", ""Co-Working & Meeting Pods"", ""Roof plaza"", ""Infinity-Edge Sky Pool"", ""Children's Play Zone"", ""Outdoor Fitness Area"", ""Outdoor Mini Gym"", ""Playing Yard"", ""Pets' Friendly Zone"", ""Water Feature & Landscape"", ""Yoga Decks"", ""Outdoor Fitness Zone"", ""Rooftop Mini Gym"", ""Plunge Pools"", ""Play Yard"", ""Rooftop Gardens"", ""Verdant Terraces"", ""24/7 Security"", ""CCTV"", ""Waste Management"", ""Underground Parking""]",False,False,False,False,True,False,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/07/VYON-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/vyon/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/vyon_top.png"", ""raw/screens/vyon_bottom.png""]",2026-02-27,0.8,"[""Pricing not published; on request only."", ""Part of New Degla development cluster."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/vyon/,clubtown,,Phase/subproject of clubtown. | Not listed on main WDD projects index; phase page confirmed.,[],,keep,,Vyon,vyon,Cairo,Maadi,"[""penthouse"", ""loft"", ""apartment"", ""duplex""]",residential,selling,unknown,Residential,https://wadidegladevelopments.com/projects/vyon/,True
neopolis,Neopolis,Residential,https://wadidegladevelopments.com/projects/neopolis/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Sales Team will assist you,,residential,unknown,unknown,unknown,[],,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,,,,[],"[""24/7 Security"", ""Parking"", ""Green Area"", ""Medical"", ""Mosque"", ""Nursery"", ""Commercial Area""]",,,,,,,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]","[""raw/screens/neo_gardens_top_1771729801748.png""]",2026-02-27,0.75,"[""Name referenced in official WDD brochure filename (Neopolis-Neo-Gardens.pdf)."", ""URL https://wadidegladevelopments.com/projects/neopolis/ redirects to Neo Gardens."", ""Treated as alternate/master name for Mostakbal City cluster; no standalone page found in this run."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you."", ""Delivery/Map details require sales confirmation.""]",[],[],[],True,https://wadidegladevelopments.com/projects/neopolis/,neo,,Phase/subproject of neo. | Not listed on main WDD projects index; phase page confirmed. | URL corrected: https://wadidegladevelopments.com/projects/neo-gardens/ → https://wadidegladevelopments.com/projects/neopolis/,"[""missing_unit_types""]",,keep,,Neopolis,neopolis,East Cairo,Mostakbal City,"[""unknown""]",unknown,unknown,unknown,Residential,https://wadidegladevelopments.com/projects/neopolis/,True
